latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
24.05963,32.91298,313.36,0.47,0.64,6/30/2025,18,N,VIIRS,n,2.0NRT,296.84,2.44,N
27.70427,9.17533,312.61,0.53,0.67,6/30/2025,18,N,VIIRS,n,2.0NRT,293.01,1.58,N
27.98403,19.90294,316.84,0.41,0.37,6/30/2025,18,N,VIIRS,n,2.0NRT,294.12,1.47,N
27.70463,9.16989,304.79,0.53,0.67,6/30/2025,18,N,VIIRS,n,2.0NRT,293.04,2.03,N
27.64267,22.50258,310.54,0.39,0.36,6/30/2025,18,N,VIIRS,n,2.0NRT,294.99,1.51,N
27.66817,9.87117,312.48,0.48,0.65,6/30/2025,18,N,VIIRS,n,2.0NRT,291.76,1.67,N
27.64329,22.4987,305.62,0.39,0.36,6/30/2025,18,N,VIIRS,n,2.0NRT,294.78,1.65,N
27.6458,22.48316,308.42,0.39,0.36,6/30/2025,18,N,VIIRS,n,2.0NRT,295.16,1.11,N
27.64643,22.47928,313.09,0.39,0.36,6/30/2025,18,N,VIIRS,n,2.0NRT,295.51,1.11,N
27.6742,9.8717,328.28,0.48,0.65,6/30/2025,18,N,VIIRS,n,2.0NRT,292.94,1.67,N
27.64534,22.50714,306.29,0.39,0.36,6/30/2025,18,N,VIIRS,n,2.0NRT,294.78,1.51,N
27.6466,22.49937,318.12,0.39,0.36,6/30/2025,18,N,VIIRS,n,2.0NRT,295.24,1.65,N
27.1492,8.80733,306.85,0.55,0.68,6/30/2025,18,N,VIIRS,n,2.0NRT,292.88,1.78,N
28.91403,9.74435,367,0.5,0.66,6/30/2025,18,N,VIIRS,h,2.0NRT,294.59,10.33,N
28.92018,9.74488,308.47,0.5,0.66,6/30/2025,18,N,VIIRS,n,2.0NRT,293.05,0.91,N
27.30192,9.7498,309.25,0.49,0.65,6/30/2025,18,N,VIIRS,n,2.0NRT,292.03,1.29,N
28.92273,9.98106,309.14,0.49,0.65,6/30/2025,18,N,VIIRS,n,2.0NRT,292.29,0.9,N
28.91352,9.7451,367,0.5,0.66,6/30/2025,18,N,VIIRS,h,2.0NRT,294.31,7.14,N
27.40712,8.83901,313.52,0.55,0.68,6/30/2025,18,N,VIIRS,n,2.0NRT,294.03,1.49,N
28.91967,9.74566,304.47,0.5,0.66,6/30/2025,18,N,VIIRS,n,2.0NRT,292.76,7.14,N
27.40833,8.83835,314.71,0.55,0.68,6/30/2025,18,N,VIIRS,n,2.0NRT,294.05,1.98,N
27.61952,9.87199,306.62,0.48,0.65,6/30/2025,18,N,VIIRS,n,2.0NRT,292.18,0.93,N
27.73574,9.17721,327.7,0.53,0.67,6/30/2025,18,N,VIIRS,n,2.0NRT,292.79,4.3,N
27.64597,22.50325,337.89,0.39,0.36,6/30/2025,18,N,VIIRS,n,2.0NRT,296.21,1.51,N
27.64865,22.50781,305.34,0.39,0.36,6/30/2025,18,N,VIIRS,n,2.0NRT,294.95,1.05,N
27.6499,22.50004,313.83,0.39,0.36,6/30/2025,18,N,VIIRS,n,2.0NRT,295,1.77,N
27.70166,9.17289,326.63,0.53,0.67,6/30/2025,18,N,VIIRS,n,2.0NRT,293.53,1.98,N
28.19031,9.80577,305.34,0.49,0.65,6/30/2025,18,N,VIIRS,n,2.0NRT,292.47,1.62,N
26.03075,11.97628,354.06,0.34,0.56,6/30/2025,18,N,VIIRS,n,2.0NRT,295.71,3.78,N
27.66961,9.87513,304.02,0.48,0.65,6/30/2025,18,N,VIIRS,n,2.0NRT,291.7,1.54,N
28.45037,9.13537,332.87,0.54,0.68,6/30/2025,18,N,VIIRS,n,2.0NRT,294.31,2.99,N
28.08143,9.78499,333.14,0.49,0.65,6/30/2025,18,N,VIIRS,n,2.0NRT,294.82,4.27,N
27.66995,9.86999,321.4,0.48,0.65,6/30/2025,18,N,VIIRS,n,2.0NRT,292.66,1.54,N
28.08043,9.78856,321.67,0.49,0.65,6/30/2025,18,N,VIIRS,n,2.0NRT,293.62,1.97,N
26.43291,11.84816,323.08,0.35,0.57,6/30/2025,18,N,VIIRS,n,2.0NRT,295.44,1.69,N
29.2639,6.48656,305.33,0.79,0.78,6/30/2025,18,N,VIIRS,n,2.0NRT,294.08,1.64,N
27.7328,9.18041,311.34,0.53,0.67,6/30/2025,18,N,VIIRS,n,2.0NRT,291.75,1.44,N
28.0597,19.90689,303.78,0.41,0.37,6/30/2025,18,N,VIIRS,n,2.0NRT,293.33,1.62,N
28.05911,19.91106,317.03,0.41,0.37,6/30/2025,18,N,VIIRS,n,2.0NRT,293.53,1.62,N
26.57971,12.21267,310.7,0.34,0.56,6/30/2025,18,N,VIIRS,n,2.0NRT,293.93,3.01,N
27.73314,9.17487,309.25,0.53,0.67,6/30/2025,18,N,VIIRS,n,2.0NRT,292.66,1.44,N
28.19067,9.80336,315.37,0.49,0.65,6/30/2025,18,N,VIIRS,n,2.0NRT,293.11,1.36,N
27.73908,9.18095,310.07,0.53,0.67,6/30/2025,18,N,VIIRS,n,2.0NRT,292.82,1.44,N
28.05851,19.91526,309.54,0.41,0.37,6/30/2025,18,N,VIIRS,n,2.0NRT,293.64,1.37,N
26.58002,12.20924,357.27,0.34,0.56,6/30/2025,18,N,VIIRS,n,2.0NRT,297.05,3.01,N
28.08078,9.78348,310.57,0.49,0.65,6/30/2025,18,N,VIIRS,n,2.0NRT,293.01,1.97,N
27.71148,9.88455,310.36,0.48,0.65,6/30/2025,18,N,VIIRS,n,2.0NRT,293.03,1.23,N
28.05568,19.91045,340.41,0.41,0.37,6/30/2025,18,N,VIIRS,n,2.0NRT,295.68,1.62,N
26.56269,12.67772,305.9,0.63,0.54,6/30/2025,18,N,VIIRS,n,2.0NRT,294.22,1.34,N
28.05627,19.90629,306.82,0.41,0.37,6/30/2025,18,N,VIIRS,n,2.0NRT,293.15,1.62,N
26.03023,11.97652,351.45,0.34,0.56,6/30/2025,18,N,VIIRS,n,2.0NRT,294.63,2.03,N
28.05509,19.91464,316.18,0.41,0.37,6/30/2025,18,N,VIIRS,n,2.0NRT,293.69,1.37,N
27.72429,9.87507,304.95,0.48,0.65,6/30/2025,18,N,VIIRS,n,2.0NRT,292.5,1.11,N
27.92487,9.24575,313.46,0.53,0.67,6/30/2025,18,N,VIIRS,n,2.0NRT,292.49,2.22,N
27.74557,9.91766,318.96,0.48,0.65,6/30/2025,18,N,VIIRS,n,2.0NRT,292,1.06,N
27.64928,22.50393,320.64,0.39,0.36,6/30/2025,18,N,VIIRS,n,2.0NRT,295.31,1.05,N
26.03544,11.97715,307.81,0.34,0.56,6/30/2025,18,N,VIIRS,n,2.0NRT,294.55,2.03,N
28.05225,19.90984,306.75,0.41,0.37,6/30/2025,18,N,VIIRS,n,2.0NRT,293.12,1.15,N
28.46192,9.0547,311.5,0.55,0.68,6/30/2025,18,N,VIIRS,n,2.0NRT,294.3,1.46,N
27.75979,9.88852,303.43,0.48,0.65,6/30/2025,18,N,VIIRS,n,2.0NRT,293.17,0.95,N
28.5584,7.51629,314.54,0.68,0.74,6/30/2025,18,N,VIIRS,n,2.0NRT,293.48,1.46,N
28.56145,7.45824,316.19,0.68,0.74,6/30/2025,18,N,VIIRS,n,2.0NRT,292.82,2.86,N
28.46828,9.05534,333.8,0.55,0.68,6/30/2025,18,N,VIIRS,n,2.0NRT,295.49,3.27,N
28.44623,9.13432,315.55,0.54,0.68,6/30/2025,18,N,VIIRS,n,2.0NRT,294.48,1.5,N
27.76101,9.88873,305.3,0.48,0.65,6/30/2025,18,N,VIIRS,n,2.0NRT,293.08,1.05,N
28.45258,9.13477,320.24,0.54,0.68,6/30/2025,18,N,VIIRS,n,2.0NRT,294.31,1.42,N
28.46364,9.05406,333.97,0.55,0.68,6/30/2025,18,N,VIIRS,n,2.0NRT,295.8,3.56,N
27.58369,18.46764,322.32,0.46,0.39,6/30/2025,18,N,VIIRS,n,2.0NRT,294.83,1.81,N
27.93063,8.37346,333.98,0.6,0.7,6/30/2025,18,N,VIIRS,n,2.0NRT,294.65,4.45,N
28.55762,7.51359,312.47,0.68,0.74,6/30/2025,18,N,VIIRS,n,2.0NRT,293.63,2.03,N
27.92428,9.10359,315.42,0.54,0.68,6/30/2025,18,N,VIIRS,n,2.0NRT,294.32,1.82,N
28.55999,7.46279,316.34,0.68,0.74,6/30/2025,18,N,VIIRS,n,2.0NRT,292.8,1.99,N
28.57868,7.65184,330.58,0.67,0.73,6/30/2025,18,N,VIIRS,n,2.0NRT,293.42,3.81,N
28.59761,7.25686,334.49,0.7,0.75,6/30/2025,18,N,VIIRS,n,2.0NRT,295.05,5.02,N
27.93061,9.104,308.04,0.54,0.68,6/30/2025,18,N,VIIRS,n,2.0NRT,293.9,0.83,N
28.60464,7.25728,318.27,0.7,0.75,6/30/2025,18,N,VIIRS,n,2.0NRT,294.89,2.26,N
28.52992,9.12104,310.67,0.54,0.68,6/30/2025,18,N,VIIRS,n,2.0NRT,293.16,0.68,N
27.92715,9.25056,319.21,0.53,0.67,6/30/2025,18,N,VIIRS,n,2.0NRT,291.93,2.82,N
28.61742,7.70402,310.16,0.66,0.73,6/30/2025,18,N,VIIRS,n,2.0NRT,292.97,1.98,N
28.636,7.61227,315.08,0.67,0.74,6/30/2025,18,N,VIIRS,n,2.0NRT,292.39,2.18,N
27.92706,9.10454,320.3,0.54,0.68,6/30/2025,18,N,VIIRS,n,2.0NRT,294.49,2.59,N
28.68539,7.19437,319.49,0.71,0.75,6/30/2025,18,N,VIIRS,n,2.0NRT,293.37,3.59,N
27.92453,9.25131,313.41,0.53,0.67,6/30/2025,18,N,VIIRS,n,2.0NRT,292.45,1.65,N
28.61802,7.70283,308.33,0.66,0.73,6/30/2025,18,N,VIIRS,n,2.0NRT,292.39,2.03,N
28.63607,7.61101,315.56,0.67,0.74,6/30/2025,18,N,VIIRS,n,2.0NRT,292.03,2.41,N
28.68301,7.19241,323.51,0.71,0.75,6/30/2025,18,N,VIIRS,n,2.0NRT,293.48,2.36,N
28.63521,9.78039,315.22,0.5,0.66,6/30/2025,18,N,VIIRS,n,2.0NRT,292.66,2.72,N
28.63485,9.78558,320.77,0.5,0.66,6/30/2025,18,N,VIIRS,n,2.0NRT,293.66,2.6,N
28.63434,9.78803,303.44,0.5,0.66,6/30/2025,18,N,VIIRS,n,2.0NRT,293.07,2.12,N
26.7003,12.45207,367,0.33,0.55,6/30/2025,18,N,VIIRS,h,2.0NRT,296.59,7.54,N
28.635,9.77761,303.64,0.5,0.66,6/30/2025,18,N,VIIRS,n,2.0NRT,292.19,2,N
28.63467,9.78283,325.76,0.5,0.66,6/30/2025,18,N,VIIRS,n,2.0NRT,293.11,2.12,N
28.70444,8.93647,312.98,0.56,0.69,6/30/2025,18,N,VIIRS,n,2.0NRT,294.52,1.22,N
26.7528,12.40999,306.66,0.33,0.55,6/30/2025,18,N,VIIRS,n,2.0NRT,291.98,3.13,N
28.71177,9.03202,322.02,0.55,0.68,6/30/2025,18,N,VIIRS,n,2.0NRT,294.1,3.23,N
28.73909,9.78685,310.43,0.5,0.66,6/30/2025,18,N,VIIRS,n,2.0NRT,292.81,1.21,N
26.75762,12.41393,319.88,0.33,0.55,6/30/2025,18,N,VIIRS,n,2.0NRT,294.64,3.39,N
28.73921,9.7878,305.21,0.5,0.66,6/30/2025,18,N,VIIRS,n,2.0NRT,292.69,0.51,N
26.75792,12.41055,350.98,0.33,0.55,6/30/2025,18,N,VIIRS,n,2.0NRT,295.95,3.13,N
28.8233,9.91033,305.39,0.49,0.65,6/30/2025,18,N,VIIRS,n,2.0NRT,291.69,0.87,N
28.82345,9.91037,302.15,0.49,0.65,6/30/2025,18,N,VIIRS,n,2.0NRT,291.84,0.85,N
28.86474,9.93452,304.57,0.49,0.65,6/30/2025,18,N,VIIRS,n,2.0NRT,292.09,0.91,N
18.42362,7.79585,309.18,0.52,0.67,6/30/2025,20,N,VIIRS,n,2.0NRT,292.98,3.27,N
18.42232,7.79212,311.82,0.52,0.67,6/30/2025,20,N,VIIRS,n,2.0NRT,291.81,3.43,N
11.604,29.16126,303.06,0.49,0.65,6/30/2025,22,N,VIIRS,n,2.0NRT,285.89,2.58,N
1.42908,16.1762,303.6,0.39,0.36,6/30/2025,24,N,VIIRS,n,2.0NRT,263.78,0.94,N
6.48326,4.00323,319.38,0.66,0.73,6/30/2025,24,N,VIIRS,n,2.0NRT,279.47,8.35,N
6.48407,3.99719,324.65,0.66,0.73,6/30/2025,24,N,VIIRS,n,2.0NRT,279.85,8.35,N
3.36817,17.18252,297.2,0.39,0.36,6/30/2025,24,N,VIIRS,n,2.0NRT,278.71,0.45,N
6.48488,3.99111,367,0.66,0.73,6/30/2025,24,N,VIIRS,h,2.0NRT,280.33,24.54,N
5.61328,5.20092,306.2,0.53,0.67,6/30/2025,24,N,VIIRS,n,2.0NRT,269.28,3.08,N
4.53019,6.82015,300.36,0.4,0.6,6/30/2025,24,N,VIIRS,n,2.0NRT,266.1,0.62,N
-7.4604,23.15309,307.17,0.38,0.59,6/30/2025,26,N,VIIRS,n,2.0NRT,284.04,2.69,N
-3.11303,15.15422,300.25,0.39,0.36,6/30/2025,26,N,VIIRS,n,2.0NRT,284.89,0.58,N
-6.98096,17.97094,300.18,0.52,0.41,6/30/2025,26,N,VIIRS,n,2.0NRT,284.02,0.77,N
-3.10306,15.1558,332.96,0.39,0.36,6/30/2025,26,N,VIIRS,n,2.0NRT,286.7,2.95,N
-7.45991,23.14952,345.56,0.38,0.59,6/30/2025,26,N,VIIRS,n,2.0NRT,286.59,5.71,N
-3.10585,15.15184,304.72,0.39,0.36,6/30/2025,26,N,VIIRS,n,2.0NRT,285.49,1.03,N
-7.88129,26.74033,301.01,0.68,0.74,6/30/2025,26,N,VIIRS,n,2.0NRT,287.38,1.95,N
-3.0975,15.16372,337.5,0.39,0.36,6/30/2025,26,N,VIIRS,n,2.0NRT,287.1,7.15,N
-6.97925,17.97301,303.61,0.52,0.41,6/30/2025,26,N,VIIRS,n,2.0NRT,284.25,0.85,N
-3.09418,15.16424,346.55,0.39,0.36,6/30/2025,26,N,VIIRS,n,2.0NRT,287.81,4.34,N
-7.87444,26.74156,308.4,0.68,0.74,6/30/2025,26,N,VIIRS,n,2.0NRT,287.96,1.95,N
-3.10259,15.13111,307.26,0.39,0.36,6/30/2025,26,N,VIIRS,n,2.0NRT,286.02,0.68,N
-6.40373,16.14336,300.38,0.42,0.38,6/30/2025,26,N,VIIRS,n,2.0NRT,287.38,0.36,N
-3.09648,15.13561,340.11,0.39,0.36,6/30/2025,26,N,VIIRS,n,2.0NRT,287.43,3.87,N
-7.67319,22.9918,299.65,0.38,0.58,6/30/2025,26,N,VIIRS,n,2.0NRT,284.93,2.23,N
-3.09472,15.1677,327.32,0.39,0.36,6/30/2025,26,N,VIIRS,n,2.0NRT,285.46,4.34,N
-7.88173,26.74619,298.36,0.68,0.74,6/30/2025,26,N,VIIRS,n,2.0NRT,287.92,1.51,N
-3.10252,15.15236,299.47,0.39,0.36,6/30/2025,26,N,VIIRS,n,2.0NRT,285.06,1.03,N
-7.88093,26.74007,306.96,0.68,0.74,6/30/2025,26,N,VIIRS,n,2.0NRT,287.56,1.51,N
-3.10028,15.15976,333.23,0.39,0.36,6/30/2025,26,N,VIIRS,n,2.0NRT,286.42,6.92,N
-7.67367,22.99531,342.94,0.38,0.58,6/30/2025,26,N,VIIRS,n,2.0NRT,286.19,2.76,N
-3.09364,15.16079,299.78,0.39,0.36,6/30/2025,26,N,VIIRS,n,2.0NRT,284.66,0.64,N
-7.87408,26.74129,305.01,0.68,0.74,6/30/2025,26,N,VIIRS,n,2.0NRT,288.22,1.52,N
-3.09926,15.13163,304.04,0.39,0.36,6/30/2025,26,N,VIIRS,n,2.0NRT,286.18,0.68,N
-6.81179,19.19937,296.04,0.41,0.45,6/30/2025,26,N,VIIRS,n,2.0NRT,285.91,0.3,N
-7.16157,24.63343,319.12,0.48,0.65,6/30/2025,26,N,VIIRS,n,2.0NRT,287.3,2.76,N
-7.5315,24.32563,311.77,0.46,0.64,6/30/2025,26,N,VIIRS,n,2.0NRT,287.53,1.98,N
-7.15561,24.63448,296.56,0.48,0.65,6/30/2025,26,N,VIIRS,n,2.0NRT,286,0.56,N
-7.5256,24.32646,300.76,0.46,0.64,6/30/2025,26,N,VIIRS,n,2.0NRT,287.45,0.88,N
-6.7779,22.8025,296.85,0.35,0.57,6/30/2025,26,N,VIIRS,n,2.0NRT,261.92,0.42,N
-6.96199,24.65996,311.89,0.48,0.64,6/30/2025,26,N,VIIRS,n,2.0NRT,283.26,1.26,N
-5.02683,11.57013,307.31,0.44,0.39,6/30/2025,26,N,VIIRS,n,2.0NRT,292.46,0.69,N
-7.9072,27.27072,303.18,0.73,0.76,6/30/2025,26,N,VIIRS,n,2.0NRT,288.18,1.84,N
-5.02567,11.65176,309.44,0.44,0.38,6/30/2025,26,N,VIIRS,n,2.0NRT,292.79,1.37,N
-6.95889,24.65738,299.21,0.48,0.64,6/30/2025,26,N,VIIRS,n,2.0NRT,282.19,0.91,N
-7.89922,27.26475,313.37,0.73,0.76,6/30/2025,26,N,VIIRS,n,2.0NRT,288.56,3.89,N
-4.9238,11.37884,316.83,0.45,0.39,6/30/2025,26,N,VIIRS,n,2.0NRT,292.34,5.21,N
-4.92446,11.38291,327.3,0.45,0.39,6/30/2025,26,N,VIIRS,n,2.0NRT,292.24,5.25,N
-7.8207,26.65314,300.26,0.67,0.73,6/30/2025,26,N,VIIRS,n,2.0NRT,288.16,1.56,N
-7.12249,26.61125,315.52,0.65,0.73,6/30/2025,26,N,VIIRS,n,2.0NRT,288.75,3.58,N
-7.90008,27.27151,322.33,0.73,0.76,6/30/2025,26,N,VIIRS,n,2.0NRT,288.62,3.89,N
-7.12175,26.60546,309.46,0.65,0.73,6/30/2025,26,N,VIIRS,n,2.0NRT,288.95,3.58,N
-7.12105,26.60007,331.36,0.65,0.73,6/30/2025,26,N,VIIRS,n,2.0NRT,289.02,7.6,N
-6.89272,19.95812,309.44,0.46,0.47,6/30/2025,26,N,VIIRS,n,2.0NRT,286.6,1.45,N
-7.05401,26.13151,295.94,0.6,0.71,6/30/2025,26,N,VIIRS,n,2.0NRT,282.82,0.65,N
-7.11505,26.60695,332.48,0.65,0.73,6/30/2025,26,N,VIIRS,n,2.0NRT,289.69,7.36,N
-7.11433,26.60129,335.31,0.65,0.73,6/30/2025,26,N,VIIRS,n,2.0NRT,290.27,11.19,N
-6.87387,20.17068,302.98,0.47,0.48,6/30/2025,26,N,VIIRS,n,2.0NRT,287.55,1.12,N
-7.12131,26.61167,312.77,0.65,0.73,6/30/2025,26,N,VIIRS,n,2.0NRT,288.37,4.45,N
-7.12053,26.60591,323.8,0.65,0.73,6/30/2025,26,N,VIIRS,n,2.0NRT,289.13,5.3,N
-6.87472,20.1696,301.58,0.47,0.48,6/30/2025,26,N,VIIRS,n,2.0NRT,287.26,0.87,N
-7.1198,26.60048,340.12,0.65,0.73,6/30/2025,26,N,VIIRS,n,2.0NRT,289.78,5.3,N
-7.11384,26.60739,319.33,0.65,0.73,6/30/2025,26,N,VIIRS,n,2.0NRT,288.7,5.3,N
-6.74468,19.41287,297.76,0.42,0.45,6/30/2025,26,N,VIIRS,n,2.0NRT,286.13,0.58,N
-7.11307,26.60166,327.08,0.65,0.73,6/30/2025,26,N,VIIRS,n,2.0NRT,289.61,5.3,N
-5.95924,18.64677,297.09,0.55,0.43,6/30/2025,26,N,VIIRS,n,2.0NRT,287.01,1.22,N
-6.82398,26.08341,304.09,0.59,0.7,6/30/2025,26,N,VIIRS,n,2.0NRT,286.7,2.5,N
-6.68311,25.05018,312.76,0.5,0.66,6/30/2025,26,N,VIIRS,n,2.0NRT,285.97,1.71,N
-5.76158,18.41861,316.2,0.53,0.42,6/30/2025,26,N,VIIRS,n,2.0NRT,287.51,2.86,N
-5.7577,18.41915,335.37,0.53,0.42,6/30/2025,26,N,VIIRS,n,2.0NRT,293.29,19.9,N
-5.76118,18.42126,318.97,0.53,0.42,6/30/2025,26,N,VIIRS,n,2.0NRT,288.35,4.51,N
-5.76046,18.41661,328.67,0.53,0.42,6/30/2025,26,N,VIIRS,n,2.0NRT,288.48,7.77,N
-5.7573,18.42177,324.81,0.53,0.42,6/30/2025,26,N,VIIRS,n,2.0NRT,288.94,4.51,N
-5.75659,18.41716,328.81,0.53,0.42,6/30/2025,26,N,VIIRS,n,2.0NRT,289.53,7.77,N
-6.82584,26.08642,307.11,0.59,0.7,6/30/2025,26,N,VIIRS,n,2.0NRT,287.08,2.19,N
-6.68343,25.04899,298.77,0.5,0.66,6/30/2025,26,N,VIIRS,n,2.0NRT,285.97,2.57,N
-6.77184,25.73861,295.23,0.56,0.69,6/30/2025,26,N,VIIRS,n,2.0NRT,285.2,0.32,N
-6.67923,25.06374,311.21,0.5,0.66,6/30/2025,26,N,VIIRS,n,2.0NRT,287.04,2.46,N
-6.67734,25.04997,311.64,0.5,0.66,6/30/2025,26,N,VIIRS,n,2.0NRT,286.52,2.57,N
-6.67861,25.05921,330.25,0.5,0.66,6/30/2025,26,N,VIIRS,n,2.0NRT,288.12,6.07,N
-6.67798,25.05467,338.38,0.5,0.66,6/30/2025,26,N,VIIRS,n,2.0NRT,288.06,6.07,N
-6.67251,25.06021,330.51,0.5,0.66,6/30/2025,26,N,VIIRS,n,2.0NRT,287.38,3.68,N
-6.77418,26.56363,296.81,0.64,0.72,6/30/2025,26,N,VIIRS,n,2.0NRT,275.6,1.47,N
-5.77106,19.21798,305.3,0.4,0.44,6/30/2025,26,N,VIIRS,n,2.0NRT,287.88,0.74,N
-5.77055,19.21444,298.43,0.4,0.44,6/30/2025,26,N,VIIRS,n,2.0NRT,287.17,0.8,N
-5.57714,18.1054,301.3,0.51,0.41,6/30/2025,26,N,VIIRS,n,2.0NRT,288.04,0.84,N
-4.51951,11.41863,337.54,0.45,0.39,6/30/2025,26,N,VIIRS,n,2.0NRT,291.23,3.88,N
-5.72728,19.20227,305.27,0.39,0.44,6/30/2025,26,N,VIIRS,n,2.0NRT,287.43,0.82,N
-6.5327,24.81779,301.45,0.48,0.65,6/30/2025,26,N,VIIRS,n,2.0NRT,286.92,0.65,N
-5.76224,20.42991,322.12,0.47,0.48,6/30/2025,26,N,VIIRS,n,2.0NRT,288.47,8.25,N
-5.75847,20.43503,300,0.47,0.48,6/30/2025,26,N,VIIRS,n,2.0NRT,288.16,5.35,N
-5.75784,20.43069,343.75,0.47,0.48,6/30/2025,26,N,VIIRS,n,2.0NRT,292.74,8.25,N
-6.24171,24.91335,301,0.49,0.65,6/30/2025,26,N,VIIRS,n,2.0NRT,287.58,1.17,N
-6.5747,27.18145,298.48,0.7,0.75,6/30/2025,26,N,VIIRS,n,2.0NRT,285.66,1.31,N
-6.2468,24.91389,301.53,0.49,0.65,6/30/2025,26,N,VIIRS,n,2.0NRT,287.51,0.59,N
-6.17979,24.73992,297.15,0.47,0.64,6/30/2025,26,N,VIIRS,n,2.0NRT,286.02,0.52,N
-6.51868,27.45563,300.65,0.72,0.76,6/30/2025,26,N,VIIRS,n,2.0NRT,256.73,1.91,N
-5.43416,20.33024,347.46,0.46,0.47,6/30/2025,26,N,VIIRS,n,2.0NRT,289.91,12.35,N
-5.42983,20.33111,367,0.46,0.47,6/30/2025,26,N,VIIRS,h,2.0NRT,291.26,12.35,N
-5.42924,20.32705,330.57,0.46,0.47,6/30/2025,26,N,VIIRS,n,2.0NRT,289.01,6.98,N
-5.4249,20.32786,335.33,0.46,0.47,6/30/2025,26,N,VIIRS,n,2.0NRT,288.95,3.41,N
-6.14288,26.1594,300.83,0.59,0.7,6/30/2025,26,N,VIIRS,n,2.0NRT,284.98,1.09,N
-6.13428,26.14476,318.13,0.59,0.7,6/30/2025,26,N,VIIRS,n,2.0NRT,285.83,1.87,N
-6.13355,26.13935,299.14,0.58,0.7,6/30/2025,26,N,VIIRS,n,2.0NRT,285.04,1.87,N
-6.12849,26.15097,299.84,0.59,0.7,6/30/2025,26,N,VIIRS,n,2.0NRT,286.26,2.09,N
-6.12779,26.14571,302.73,0.59,0.7,6/30/2025,26,N,VIIRS,n,2.0NRT,286.31,1.87,N
-6.12707,26.14036,310.28,0.58,0.7,6/30/2025,26,N,VIIRS,n,2.0NRT,286.49,1.87,N
-6.1345,26.14592,309.86,0.58,0.7,6/30/2025,26,N,VIIRS,n,2.0NRT,285.56,4.31,N
-6.13374,26.14055,312.84,0.58,0.7,6/30/2025,26,N,VIIRS,n,2.0NRT,285.48,3.06,N
-6.12725,26.14152,321.25,0.58,0.7,6/30/2025,26,N,VIIRS,n,2.0NRT,286.62,3.06,N
-4.80464,18.06898,332.86,0.49,0.41,6/30/2025,26,N,VIIRS,n,2.0NRT,291.5,5.26,N
-4.58561,16.7195,301.27,0.43,0.38,6/30/2025,26,N,VIIRS,n,2.0NRT,290.11,0.7,N
-4.57821,16.76417,300.56,0.43,0.38,6/30/2025,26,N,VIIRS,n,2.0NRT,289.16,0.39,N
-4.55228,16.66533,306.91,0.42,0.38,6/30/2025,26,N,VIIRS,n,2.0NRT,289.38,0.73,N
-4.70114,18.07465,302.25,0.49,0.41,6/30/2025,26,N,VIIRS,n,2.0NRT,290.52,0.88,N
-5.92541,27.78154,306.38,0.75,0.77,6/30/2025,26,N,VIIRS,n,2.0NRT,288.05,2.64,N
-5.92454,27.77495,301.64,0.75,0.77,6/30/2025,26,N,VIIRS,n,2.0NRT,288.19,3.05,N
-5.92179,27.78103,312.59,0.75,0.77,6/30/2025,26,N,VIIRS,n,2.0NRT,288.2,4.15,N
-5.53501,27.11751,300.25,0.67,0.73,6/30/2025,26,N,VIIRS,n,2.0NRT,276.81,1.07,N
-7.2553,22.97095,299.51,0.37,0.58,6/30/2025,26,N,VIIRS,n,2.0NRT,283.33,0.35,N
-8.0192,21.61232,296.02,0.61,0.54,6/30/2025,26,N,VIIRS,n,2.0NRT,282.79,0.51,N
-7.71447,26.37698,299.11,0.64,0.72,6/30/2025,26,N,VIIRS,n,2.0NRT,288.12,0.99,N
-7.19916,22.61115,295.39,0.35,0.57,6/30/2025,26,N,VIIRS,n,2.0NRT,271.09,0.22,N
-7.77476,27.27581,299.46,0.73,0.76,6/30/2025,26,N,VIIRS,n,2.0NRT,285.66,0.8,N
-7.76653,27.32499,299.76,0.74,0.76,6/30/2025,26,N,VIIRS,n,2.0NRT,286,1.57,N
-7.84414,22.11028,322.79,0.33,0.55,6/30/2025,26,N,VIIRS,n,2.0NRT,278.84,2.9,N
-7.35964,24.32418,302.17,0.46,0.63,6/30/2025,26,N,VIIRS,n,2.0NRT,286.07,0.76,N
-8.75044,27.08549,309.22,0.73,0.76,6/30/2025,26,N,VIIRS,n,2.0NRT,283.26,6.05,N
-7.3591,24.32015,298.23,0.46,0.63,6/30/2025,26,N,VIIRS,n,2.0NRT,285.69,0.76,N
-7.3532,24.32089,307.7,0.46,0.63,6/30/2025,26,N,VIIRS,n,2.0NRT,286.99,0.76,N
-8.20329,22.89632,332.49,0.38,0.58,6/30/2025,26,N,VIIRS,n,2.0NRT,289.9,1.99,N
-7.26122,23.62718,303.44,0.41,0.61,6/30/2025,26,N,VIIRS,n,2.0NRT,282.23,1.04,N
-7.76904,27.63831,300.16,0.77,0.78,6/30/2025,26,N,VIIRS,n,2.0NRT,288.1,0.62,N
-8.76502,27.14371,325.96,0.74,0.76,6/30/2025,26,N,VIIRS,n,2.0NRT,281.67,5.42,N
-7.25562,23.62815,333.27,0.41,0.61,6/30/2025,26,N,VIIRS,n,2.0NRT,283.87,2.96,N
-7.35493,24.32255,305.63,0.46,0.63,6/30/2025,26,N,VIIRS,n,2.0NRT,286.85,1.05,N
